1,-563.027246538566
2,-652.155785158593
3,-668.495062438606
4,-680.844381534225
5,-686.201516131188
6,-693.744826061907
7,-701.284816080375
8,-706.139719006294
9,-711.741702376688
10,-717.159623244737
11,-721.786176887272
12,-728.970211130004
13,-733.009911853292
14,-739.256671204441
15,-743.063867592742
16,-749.1968510958
17,-753.826548173879
18,-760.350701625925
19,-764.639501702687
20,-770.570512520779
21,-774.804494347321
22,-776.58305301595
23,-778.732216872571
24,-783.287955738344
25,-785.209714445006
26,-789.895347735615
27,-793.27765674287
28,-797.29509211709
29,-801.022335556631
30,-804.018511020371
31,-806.181405767433
32,-808.705636181161
33,-809.367537283905
34,-811.655962143477
35,-811.155473877089
36,-812.936685756988
37,-813.35128325806
38,-818.701680976531
39,-815.937779228216
40,-823.135416147616
41,-822.834839869294
42,-826.47860357426
43,-826.54380506812
44,-829.477417331921
45,-829.766364627743
46,-831.931884346234
47,-832.471986505016
48,-832.569756661924
49,-835.368586872453
50,-834.853163632194
51,-837.965483912924
52,-837.59810524573
53,-840.828254173317
54,-837.986864185437
55,-843.265689494706
56,-841.910312149799
57,-846.34851388617
58,-845.509941631298
59,-849.230541335535
60,-846.311417966443
61,-851.688283893059
62,-850.379388914764
63,-853.842569096272
64,-853.107571230826
65,-856.078851942462
66,-854.956709403988
67,-858.07064039381
68,-857.449848152651
69,-859.89482875719
70,-858.55264646868
71,-861.565472388845
72,-860.844641342939
73,-862.804676263091
74,-861.138401376537
75,-864.180793269362
76,-863.500497615784
77,-865.15327600384
78,-863.476451331582
79,-866.523175807339
80,-865.702529705707
81,-867.360220038541
82,-865.606453450084
83,-868.311539899794
84,-861.861913358592
85,-869.54396485862
86,-865.767339571438
87,-870.743929082074
88,-869.494298924163
89,-870.557651478086
90,-869.586532522083
91,-871.07350825937
92,-870.221590108154
93,-870.968449906737
94,-871.05007603706
95,-870.495045784526
96,-871.273891000288
97,-870.2836759889
98,-871.983681731115
99,-869.579813381401
100,-873.416552067835
101,-873.71049279168
102,-872.453739872319
103,-874.374448128243
104,-874.394583875996
105,-876.686457766768
106,-874.703448636231
107,-877.317446413831
108,-876.089677727622
109,-876.647102407325
110,-877.207217826905
111,-876.256656698215
112,-877.969727477956
113,-876.999894374062
114,-878.809531938908
115,-877.376188204553
116,-879.181376135057
117,-878.668411812284
118,-879.648782775043
119,-878.908795009081
120,-880.866013673946
121,-878.315724491003
122,-881.993144189078
123,-878.987175085419
124,-883.014611944717
125,-879.916556473745
126,-883.851330069943
127,-880.803003479142
128,-883.147520440962
129,-880.634395717548
130,-882.123437271117
131,-884.768703969679
132,-883.400889290991
133,-885.488309082062
134,-883.574035669468
135,-884.928448603926
136,-884.291622777016
137,-885.28743365956
138,-883.192132656732
139,-886.646838775482
140,-883.861234486873
141,-887.937743146625
142,-885.965371153451
143,-887.561603440126
144,-886.152394993944
145,-888.940226692121
146,-887.53277830211
147,-888.571900073999
148,-888.732858260785
149,-889.34554969511
150,-889.379603197919
151,-888.739931724157
152,-890.45067955496
153,-889.27642365811
154,-890.93978634569
155,-889.709999437393
156,-891.623716165472
157,-890.772636493314
158,-891.813489179299
159,-891.604896224785
160,-891.62779905393
161,-892.567608940711
162,-891.718337354355
163,-893.508631363651
164,-891.263313229789
165,-894.277020130384
166,-891.359195224243
167,-894.678938935849
168,-892.210234099006
169,-894.920164968711
170,-893.181789111683
171,-894.845902387362
172,-894.399961591539
173,-894.366716604688
174,-895.221818895191
175,-894.327930135393
176,-895.511071881629
177,-894.870324267008
178,-895.568899776871
179,-895.875350949723
180,-895.963618547555
181,-897.192001475432
182,-895.601174709519
183,-898.467673198928
184,-895.369012915142
185,-899.404073640432
186,-895.534337099604
187,-900.134152808949
188,-896.352676341957
189,-900.510754702698
190,-896.945417086702
191,-900.472427049311
192,-897.582979654358
193,-900.655524531367
194,-899.196394604781
195,-899.37756672095
196,-901.21023517264
197,-899.255530773723
198,-901.722546243053
199,-899.894818293487
200,-903.462421621662
201,-902.030931365309
202,-904.381993510849
203,-904.25201920199
204,-904.288422853594
205,-906.19408150032
206,-904.347813542316
207,-907.603373682313
208,-904.727006183934
209,-908.608220016834
210,-905.6825619658
211,-909.017338606552
212,-906.471262378406
213,-908.839545286658
214,-907.423577544047
215,-909.028603913785
216,-909.202870049492
217,-907.418258153614
218,-910.864497250925
219,-908.027748392327
220,-911.934376620194
221,-909.786896814894
222,-912.493591404379
223,-910.877486396463
224,-912.477381064654
225,-912.071012257814
226,-911.472795516741
227,-912.782475645792
228,-910.072981839816
229,-914.10843931953
230,-912.958681467931
231,-916.415771072165
232,-914.467608844313
233,-917.486762653521
234,-914.676091721368
235,-918.1760876933
236,-914.194636719635
237,-918.689618828457
238,-912.276181644263
